<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
2318.HK,D,20060915,000000,11.437,11.437,11.437,11.437,5355630,0
2318.HK,D,20060920,000000,12.046,12.046,12.046,12.046,27546940,0
2318.HK,D,20060922,000000,12.503,12.503,12.503,12.503,24337688,0
2318.HK,D,20060927,000000,12.458,12.458,12.458,12.458,22221497,0
2318.HK,D,20060929,000000,12.199,12.199,12.199,12.199,16576429,0
2318.HK,D,20061004,000000,11.981,11.981,11.981,11.981,22061928,0
2318.HK,D,20061009,000000,12.024,12.024,12.024,12.024,5281598,0
2318.HK,D,20061011,000000,12.111,12.111,12.111,12.111,17935267,0
2318.HK,D,20061016,000000,12.024,12.024,12.024,12.024,18375869,0
2318.HK,D,20061018,000000,12.458,12.458,12.458,12.458,28824401,0
2318.HK,D,20061023,000000,12.111,12.111,12.111,12.111,23700257,0
2318.HK,D,20061025,000000,11.85,11.85,11.85,11.85,37122765,0
2318.HK,D,20061031,000000,11.784,11.784,11.784,11.784,10869933,0
2318.HK,D,20061102,000000,11.959,11.959,11.959,11.959,15370945,0
2318.HK,D,20061107,000000,12.22,12.22,12.22,12.22,32343300,0
2318.HK,D,20061109,000000,12.395,12.395,12.395,12.395,21242459,0
2318.HK,D,20061114,000000,12.481,12.481,12.481,12.481,23674045,0
2318.HK,D,20061116,000000,12.568,12.568,12.568,12.568,20765987,0
2318.HK,D,20061121,000000,12.458,12.458,12.458,12.458,12822357,0
2318.HK,D,20061123,000000,12.678,12.678,12.678,12.678,32128195,0
2318.HK,D,20061128,000000,12.59,12.59,12.59,12.59,31127155,0
2318.HK,D,20061130,000000,13.004,13.004,13.004,13.004,25998602,0
2318.HK,D,20061204,000000,13.114,13.114,13.114,13.114,19103386,0
2318.HK,D,20061207,000000,13.069,13.069,13.069,13.069,14121789,0
2318.HK,D,20061211,000000,13.483,13.483,13.483,13.483,20329841,0
2318.HK,D,20061214,000000,13.636,13.636,13.636,13.636,12054305,0
2318.HK,D,20061218,000000,15.662,15.662,15.662,15.662,49788191,0
2318.HK,D,20061221,000000,16.184,16.184,16.184,16.184,18794852,0
2318.HK,D,20061227,000000,19.561,19.561,19.561,19.561,27766111,0
2318.HK,D,20070102,000000,20.019,20.019,20.019,20.019,19706224,0
2318.HK,D,20070104,000000,19.016,19.016,19.016,19.016,39245368,0
2318.HK,D,20070109,000000,17.295,17.295,17.295,17.295,48841784,0
2318.HK,D,20070111,000000,16.076,16.076,16.076,16.076,46783664,0
2318.HK,D,20070116,000000,17.143,17.143,17.143,17.143,21366574,0
2318.HK,D,20070118,000000,16.707,16.707,16.707,16.707,42223349,0
2318.HK,D,20070123,000000,16.556,16.556,16.556,16.556,22590676,0
2318.HK,D,20070125,000000,16.773,16.773,16.773,16.773,22979374,0
2318.HK,D,20070130,000000,16.707,16.707,16.707,16.707,24772324,0
2318.HK,D,20070201,000000,16.402,16.402,16.402,16.402,19448922,0
2318.HK,D,20070205,000000,15.859,15.859,15.859,15.859,31731608,0
2318.HK,D,20070208,000000,16.795,16.795,16.795,16.795,27076879,0
2318.HK,D,20070212,000000,17.078,17.078,17.078,17.078,24744056,0
2318.HK,D,20070215,000000,16.556,16.556,16.556,16.556,13951075,0
2318.HK,D,20070221,000000,16.946,16.946,16.946,16.946,8941067,0
2318.HK,D,20070226,000000,16.272,16.272,16.272,16.272,16402006,0
2318.HK,D,20070228,000000,15.443,15.443,15.443,15.443,58509479,0
2318.HK,D,20070305,000000,14.093,14.093,14.093,14.093,33118650,0
2318.HK,D,20070307,000000,14.9,14.9,14.9,14.9,33259249,0
2318.HK,D,20070312,000000,15.575,15.575,15.575,15.575,29824539,0
2318.HK,D,20070314,000000,15.118,15.118,15.118,15.118,30307655,0
2318.HK,D,20070319,000000,15.401,15.401,15.401,15.401,10903447,0
2318.HK,D,20070321,000000,15.487,15.487,15.487,15.487,14278401,0
2318.HK,D,20070326,000000,16.249,16.249,16.249,16.249,12673861,0
2318.HK,D,20070328,000000,16.446,16.446,16.446,16.446,17846986,0
2318.HK,D,20070330,000000,16.685,16.685,16.685,16.685,18076933,0
2318.HK,D,20070404,000000,17.078,17.078,17.078,17.078,28681069,0
2318.HK,D,20070411,000000,17.557,17.557,17.557,17.557,26308316,0
2318.HK,D,20070416,000000,19.387,19.387,19.387,19.387,26862163,0
2318.HK,D,20070418,000000,18.885,18.885,18.885,18.885,22040759,0
2318.HK,D,20070423,000000,18.603,18.603,18.603,18.603,18935593,0
2318.HK,D,20070425,000000,18.494,18.494,18.494,18.494,14178467,0
2318.HK,D,20070430,000000,18.232,18.232,18.232,18.232,18278444,0
2318.HK,D,20070503,000000,18.581,18.581,18.581,18.581,11539643,0
2318.HK,D,20070508,000000,19.205,19.205,19.205,19.205,14341501,0
2318.HK,D,20070510,000000,20.037,20.037,20.037,20.037,24900415,0
2318.HK,D,20070515,000000,20.517,20.517,20.517,20.517,33491865,0
2318.HK,D,20070517,000000,20.321,20.321,20.321,20.321,29904992,0
2318.HK,D,20070522,000000,20.19,20.19,20.19,20.19,11623151,0
2318.HK,D,20070525,000000,19.861,19.861,19.861,19.861,39026274,0
2318.HK,D,20070530,000000,19.115,19.115,19.115,19.115,38157385,0
2318.HK,D,20070601,000000,20.606,20.606,20.606,20.606,70894877,0
2318.HK,D,20070605,000000,20.824,20.824,20.824,20.824,28693728,0
2318.HK,D,20070608,000000,20.058,20.058,20.058,20.058,27172822,0
2318.HK,D,20070612,000000,20.234,20.234,20.234,20.234,17394980,0
2318.HK,D,20070615,000000,21.284,21.284,21.284,21.284,28897321,0
2318.HK,D,20070620,000000,22.62,22.62,22.62,22.62,37507968,0
2318.HK,D,20070625,000000,25.007,25.007,25.007,25.007,34511899,0
2318.HK,D,20070627,000000,23.475,23.475,23.475,23.475,47282521,0
2318.HK,D,20070703,000000,24.591,24.591,24.591,24.591,23253196,0
2318.HK,D,20070705,000000,24.175,24.175,24.175,24.175,25619899,0
2318.HK,D,20070710,000000,25.708,25.708,25.708,25.708,30114337,0
2318.HK,D,20070712,000000,26.847,26.847,26.847,26.847,31145464,0
2318.HK,D,20070717,000000,27.154,27.154,27.154,27.154,23266985,0
2318.HK,D,20070719,000000,26.715,26.715,26.715,26.715,23772386,0
2318.HK,D,20070724,000000,28.774,28.774,28.774,28.774,41927394,0
2318.HK,D,20070726,000000,29.036,29.036,29.036,29.036,37615940,0
2318.HK,D,20070731,000000,29.78,29.78,29.78,29.78,34278862,0
2318.HK,D,20070802,000000,27.964,27.964,27.964,27.964,30988013,0
2318.HK,D,20070806,000000,27.154,27.154,27.154,27.154,32854692,0
2318.HK,D,20070809,000000,28.029,28.029,28.029,28.029,40505018,0
2318.HK,D,20070813,000000,27.241,27.241,27.241,27.241,23794775,0
2318.HK,D,20070816,000000,25.927,25.927,25.927,25.927,69116813,0
2318.HK,D,20070820,000000,27.744,27.744,27.744,27.744,56548043,0
2318.HK,D,20070823,000000,31.007,31.007,31.007,31.007,49675924,0
2318.HK,D,20070827,000000,34.773,34.773,34.773,34.773,48580842,0
2318.HK,D,20070830,000000,34.864,34.864,34.864,34.864,30424608,0
2318.HK,D,20070903,000000,35.084,35.084,35.084,35.084,23790818,0
2318.HK,D,20070906,000000,35.084,35.084,35.084,35.084,34836528,0
2318.HK,D,20070910,000000,35.522,35.522,35.522,35.522,33713714,0
2318.HK,D,20070913,000000,35.741,35.741,35.741,35.741,11806588,0
2318.HK,D,20070917,000000,38.487,38.487,38.487,38.487,28908168,0
2318.HK,D,20070920,000000,42.68,42.68,42.68,42.68,29509575,0
2318.HK,D,20070924,000000,43.997,43.997,43.997,43.997,26362706,0
2318.HK,D,20070927,000000,47.731,47.731,47.731,47.731,40717589,0
2318.HK,D,20071003,000000,48.476,48.476,48.476,48.476,61580088,0
2318.HK,D,20071005,000000,48.256,48.256,48.256,48.256,40842738,0
2318.HK,D,20071010,000000,48.87,48.87,48.87,48.87,36367211,0
2318.HK,D,20071012,000000,48.081,48.081,48.081,48.081,33526501,0
2318.HK,D,20071017,000000,48.739,48.739,48.739,48.739,26894812,0
2318.HK,D,20071022,000000,45.227,45.227,45.227,45.227,55899283,0
2318.HK,D,20071025,000000,47.641,47.641,47.641,47.641,40316974,0
2318.HK,D,20071029,000000,47.335,47.335,47.335,47.335,33794964,0
2318.HK,D,20071101,000000,47.159,47.159,47.159,47.159,28588888,0
2318.HK,D,20071105,000000,44.041,44.041,44.041,44.041,33973941,0
2318.HK,D,20071108,000000,42.373,42.373,42.373,42.373,48035243,0
2318.HK,D,20071112,000000,38.465,38.465,38.465,38.465,65303806,0
2318.HK,D,20071115,000000,41.713,41.713,41.713,41.713,23147233,0
2318.HK,D,20071119,000000,38.355,38.355,38.355,38.355,38491630,0
2318.HK,D,20071122,000000,35.37,35.37,35.37,35.37,81409653,0
2318.HK,D,20071126,000000,35.589,35.589,35.589,35.589,53623407,0
2318.HK,D,20071128,000000,34.249,34.249,34.249,34.249,34789371,0
2318.HK,D,20071203,000000,38.224,38.224,38.224,38.224,35175106,0
2318.HK,D,20071205,000000,39.343,39.343,39.343,39.343,32548460,0
2318.HK,D,20071210,000000,39.078,39.078,39.078,39.078,30535759,0
2318.HK,D,20071212,000000,38.618,38.618,38.618,38.618,31716599,0
2318.HK,D,20071217,000000,34.864,34.864,34.864,34.864,41347486,0
2318.HK,D,20071219,000000,35.171,35.171,35.171,35.171,22690241,0
2318.HK,D,20071224,000000,37.038,37.038,37.038,37.038,16974477,0
2318.HK,D,20071228,000000,36.424,36.424,36.424,36.424,14798100,0
2318.HK,D,20080103,000000,35.171,35.171,35.171,35.171,23158235,0
2318.HK,D,20080107,000000,34.557,34.557,34.557,34.557,28695444,0
2318.HK,D,20080110,000000,34.623,34.623,34.623,34.623,22037564,0
2318.HK,D,20080114,000000,33.59,33.59,33.59,33.59,23587987,0
2318.HK,D,20080117,000000,31.791,31.791,31.791,31.791,45835204,0
2318.HK,D,20080121,000000,29.882,29.882,29.882,29.882,46288336,0
2318.HK,D,20080124,000000,27.466,27.466,27.466,27.466,67634346,0
2318.HK,D,20080128,000000,27.882,27.882,27.882,27.882,45401816,0
2318.HK,D,20080130,000000,25.204,25.204,25.204,25.204,70894856,0
2318.HK,D,20080204,000000,27.356,27.356,27.356,27.356,66549515,0
2318.HK,D,20080206,000000,24.897,24.897,24.897,24.897,53768105,0
2318.HK,D,20080213,000000,23.623,23.623,23.623,23.623,38603064,0
2318.HK,D,20080215,000000,25.863,25.863,25.863,25.863,34400457,0
2318.HK,D,20080220,000000,25.709,25.709,25.709,25.709,38854641,0
2318.HK,D,20080222,000000,24.897,24.897,24.897,24.897,22139869,0
2318.HK,D,20080227,000000,26.609,26.609,26.609,26.609,80393789,0
2318.HK,D,20080229,000000,26.696,26.696,26.696,26.696,27234335,0
2318.HK,D,20080305,000000,24.764,24.764,24.764,24.764,29771203,0
2318.HK,D,20080307,000000,25.357,25.357,25.357,25.357,38779426,0
2318.HK,D,20080312,000000,26.631,26.631,26.631,26.631,52594374,0
2318.HK,D,20080314,000000,25.291,25.291,25.291,25.291,32005087,0
2318.HK,D,20080319,000000,23.339,23.339,23.339,23.339,59696713,0
2318.HK,D,20080325,000000,23.425,23.425,23.425,23.425,65879057,0
2318.HK,D,20080327,000000,23.118,23.118,23.118,23.118,31623922,0
2318.HK,D,20080401,000000,24.413,24.413,24.413,24.413,33418385,0
2318.HK,D,20080403,000000,27.684,27.684,27.684,27.684,74163415,0
2318.HK,D,20080409,000000,27.663,27.663,27.663,27.663,41543459,0
2318.HK,D,20080411,000000,28.928,28.928,28.928,28.928,27949573,0
2318.HK,D,20080416,000000,26.78,26.78,26.78,26.78,25903053,0
2318.HK,D,20080418,000000,26.559,26.559,26.559,26.559,69168837,0
2318.HK,D,20080423,000000,29.261,29.261,29.261,29.261,76638762,0
2318.HK,D,20080425,000000,31.809,31.809,31.809,31.809,47256887,0
2318.HK,D,20080430,000000,32.76,32.76,32.76,32.76,64814062,0
2318.HK,D,20080505,000000,33.802,33.802,33.802,33.802,30003394,0
2318.HK,D,20080508,000000,30.789,30.789,30.789,30.789,52440358,0
2318.HK,D,20080513,000000,31.387,31.387,31.387,31.387,38751606,0
2318.HK,D,20080516,000000,31.255,31.255,31.255,31.255,22328647,0
2318.HK,D,20080520,000000,30.768,30.768,30.768,30.768,25584438,0
2318.HK,D,20080523,000000,28.84,28.84,28.84,28.84,25673761,0
2318.HK,D,20080527,000000,28.197,28.197,28.197,28.197,17230697,0
2318.HK,D,20080529,000000,29.039,29.039,29.039,29.039,22149180,0
2318.HK,D,20080603,000000,29.017,29.017,29.017,29.017,24300470,0
2318.HK,D,20080605,000000,28.108,28.108,28.108,28.108,18332827,0
2318.HK,D,20080611,000000,26.802,26.802,26.802,26.802,22513561,0
2318.HK,D,20080613,000000,25.473,25.473,25.473,25.473,29981011,0
2318.HK,D,20080618,000000,27.134,27.134,27.134,27.134,28436488,0
2318.HK,D,20080620,000000,26.071,26.071,26.071,26.071,25218858,0
2318.HK,D,20080625,000000,25.695,25.695,25.695,25.695,18157359,0
2318.HK,D,20080627,000000,25.76,25.76,25.76,25.76,38519111,0
2318.HK,D,20080703,000000,21.663,21.663,21.663,21.663,93305556,0
2318.HK,D,20080707,000000,22.948,22.948,22.948,22.948,31468182,0
2318.HK,D,20080710,000000,22.594,22.594,22.594,22.594,42888752,0
2318.HK,D,20080714,000000,23.058,23.058,23.058,23.058,16646372,0
2318.HK,D,20080717,000000,22.062,22.062,22.062,22.062,29685812,0
2318.HK,D,20080721,000000,23.834,23.834,23.834,23.834,42827638,0
2318.HK,D,20080724,000000,25.163,25.163,25.163,25.163,43085519,0
2318.HK,D,20080728,000000,23.878,23.878,23.878,23.878,24671300,0
2318.HK,D,20080730,000000,23.811,23.811,23.811,23.811,26926912,0
2318.HK,D,20080804,000000,23.325,23.325,23.325,23.325,32716126,0
2318.HK,D,20080807,000000,23.037,23.037,23.037,23.037,35207662,0
2318.HK,D,20080812,000000,21.486,21.486,21.486,21.486,32406154,0
2318.HK,D,20080814,000000,21.397,21.397,21.397,21.397,29393904,0
2318.HK,D,20080819,000000,21.619,21.619,21.619,21.619,45509611,0
2318.HK,D,20080821,000000,22.771,22.771,22.771,22.771,33136689,0
2318.HK,D,20080827,000000,25.606,25.606,25.606,25.606,37225291,0
2318.HK,D,20080829,000000,25.561,25.561,25.561,25.561,30108287,0
2318.HK,D,20080903,000000,24.498,24.498,24.498,24.498,26077641,0
2318.HK,D,20080905,000000,23.612,23.612,23.612,23.612,27902786,0
2318.HK,D,20080910,000000,23.525,23.525,23.525,23.525,46678996,0
2318.HK,D,20080912,000000,23.236,23.236,23.236,23.236,44381753,0
2318.HK,D,20080918,000000,19.773,19.773,19.773,19.773,107182343,0
2318.HK,D,20080922,000000,24.538,24.538,24.538,24.538,74581860,0
2318.HK,D,20080925,000000,23.424,23.424,23.424,23.424,45573888,0
2318.HK,D,20080929,000000,18.926,18.926,18.926,18.926,118122458,0
2318.HK,D,20081002,000000,22.266,22.266,22.266,22.266,83752467,0
2318.HK,D,20081008,000000,17.836,17.836,17.836,17.836,112763768,0
2318.HK,D,20081010,000000,17.858,17.858,17.858,17.858,83571637,0
2318.HK,D,20081015,000000,18.482,18.482,18.482,18.482,54630285,0
2318.HK,D,20081017,000000,15.808,15.808,15.808,15.808,74902606,0
2318.HK,D,20081022,000000,13.716,13.716,13.716,13.716,68512725,0
2318.HK,D,20081024,000000,12.513,12.513,12.513,12.513,58066848,0
2318.HK,D,20081029,000000,11.645,11.645,11.645,11.645,56440861,0
2318.HK,D,20081031,000000,14.251,14.251,14.251,14.251,55873293,0
2318.HK,D,20081105,000000,16.032,16.032,16.032,16.032,58022155,0
2318.HK,D,20081107,000000,15.253,15.253,15.253,15.253,46244619,0
2318.HK,D,20081112,000000,15.141,15.141,15.141,15.141,34812752,0
2318.HK,D,20081114,000000,14.852,14.852,14.852,14.852,32647120,0
2318.HK,D,20081119,000000,12.87,12.87,12.87,12.87,43117032,0
2318.HK,D,20081121,000000,13.27,13.27,13.27,13.27,51915488,0
2318.HK,D,20081125,000000,13.048,13.048,13.048,13.048,29474726,0
2318.HK,D,20081128,000000,13.026,13.026,13.026,13.026,51124864,0
2318.HK,D,20081202,000000,12.981,12.981,12.981,12.981,28843906,0
2318.HK,D,20081205,000000,14.83,14.83,14.83,14.83,40563549,0
2318.HK,D,20081209,000000,15.897,15.897,15.897,15.897,33162081,0
2318.HK,D,20081212,000000,16.009,16.009,16.009,16.009,33864453,0
2318.HK,D,20081216,000000,16.567,16.567,16.567,16.567,28725474,0
2318.HK,D,20081219,000000,18.013,18.013,18.013,18.013,37934336,0
2318.HK,D,20081223,000000,16.143,16.143,16.143,16.143,23818002,0
2318.HK,D,20081230,000000,16.143,16.143,16.143,16.143,13647358,0
2318.HK,D,20090102,000000,17.635,17.635,17.635,17.635,12481195,0
2318.HK,D,20090107,000000,18.861,18.861,18.861,18.861,31883262,0
2318.HK,D,20090109,000000,16.967,16.967,16.967,16.967,38215035,0
2318.HK,D,20090114,000000,15.832,15.832,15.832,15.832,41459020,0
2318.HK,D,20090116,000000,15.676,15.676,15.676,15.676,55355454,0
2318.HK,D,20090121,000000,14.695,14.695,14.695,14.695,51437553,0
2318.HK,D,20090123,000000,13.515,13.515,13.515,13.515,54551956,0
2318.HK,D,20090130,000000,15.274,15.274,15.274,15.274,28826400,0
2318.HK,D,20090204,000000,15.03,15.03,15.03,15.03,20556920,0
2318.HK,D,20090206,000000,16.544,16.544,16.544,16.544,33386970,0
2318.HK,D,20090211,000000,16.588,16.588,16.588,16.588,18896621,0
2318.HK,D,20090213,000000,16.544,16.544,16.544,16.544,11742394,0
2318.HK,D,20090218,000000,15.476,15.476,15.476,15.476,33556480,0
2318.HK,D,20090220,000000,15.654,15.654,15.654,15.654,21158851,0
2318.HK,D,20090225,000000,17.346,17.346,17.346,17.346,52257268,0
2318.HK,D,20090227,000000,16.611,16.611,16.611,16.611,25202708,0
2318.HK,D,20090304,000000,16.945,16.945,16.945,16.945,54433925,0
2318.HK,D,20090306,000000,16.567,16.567,16.567,16.567,31992888,0
2318.HK,D,20090311,000000,17.702,17.702,17.702,17.702,44921949,0
2318.HK,D,20090313,000000,19.595,19.595,19.595,19.595,79700450,0
2318.HK,D,20090318,000000,19.684,19.684,19.684,19.684,18850055,0
2318.HK,D,20090320,000000,19.595,19.595,19.595,19.595,19479447,0
2318.HK,D,20090325,000000,20.91,20.91,20.91,20.91,28419161,0
2318.HK,D,20090327,000000,21.822,21.822,21.822,21.822,19857074,0
2318.HK,D,20090331,000000,20.597,20.597,20.597,20.597,31054834,0
2318.HK,D,20090403,000000,23.068,23.068,23.068,23.068,24944038,0
2318.HK,D,20090407,000000,22.667,22.667,22.667,22.667,22734404,0
2318.HK,D,20090414,000000,23.714,23.714,23.714,23.714,56921130,0
2318.HK,D,20090416,000000,22.713,22.713,22.713,22.713,25201002,0
2318.HK,D,20090421,000000,22.824,22.824,22.824,22.824,33169938,0
2318.HK,D,20090423,000000,22.845,22.845,22.845,22.845,15811566,0
2318.HK,D,20090428,000000,20.151,20.151,20.151,20.151,80905644,0
2318.HK,D,20090430,000000,21.6,21.6,21.6,21.6,37595028,0
2318.HK,D,20090506,000000,22.667,22.667,22.667,22.667,40440189,0
2318.HK,D,20090508,000000,22.713,22.713,22.713,22.713,21938135,0
2318.HK,D,20090513,000000,22.444,22.444,22.444,22.444,19398367,0
2318.HK,D,20090515,000000,21.977,21.977,21.977,21.977,10618216,0
2318.HK,D,20090520,000000,23.336,23.336,23.336,23.336,20164528,0
2318.HK,D,20090522,000000,22.377,22.377,22.377,22.377,16695380,0
2318.HK,D,20090526,000000,21.754,21.754,21.754,21.754,9756678,0
2318.HK,D,20090601,000000,25.785,25.785,25.785,25.785,50689978,0
2318.HK,D,20090603,000000,25.428,25.428,25.428,25.428,25529058,0
2318.HK,D,20090608,000000,26.296,26.296,26.296,26.296,0,0
2318.HK,D,20090610,000000,26.296,26.296,26.296,26.296,0,0
2318.HK,D,20090615,000000,25.451,25.451,25.451,25.451,60882352,0
2318.HK,D,20090617,000000,23.602,23.602,23.602,23.602,52901496,0
2318.HK,D,20090622,000000,23.245,23.245,23.245,23.245,41081607,0
2318.HK,D,20090624,000000,23.469,23.469,23.469,23.469,26137163,0
2318.HK,D,20090629,000000,23.758,23.758,23.758,23.758,17050459,0
2318.HK,D,20090702,000000,24.138,24.138,24.138,24.138,46100274,0
2318.HK,D,20090707,000000,24.805,24.805,24.805,24.805,36053840,0
2318.HK,D,20090709,000000,24.738,24.738,24.738,24.738,20603999,0
2318.HK,D,20090714,000000,25.539,25.539,25.539,25.539,31682318,0
2318.HK,D,20090716,000000,26.118,26.118,26.118,26.118,24633833,0
2318.HK,D,20090721,000000,29.459,29.459,29.459,29.459,49607300,0
2318.HK,D,20090723,000000,29.392,29.392,29.392,29.392,20765473,0
2318.HK,D,20090727,000000,30.482,30.482,30.482,30.482,21165843,0
2318.HK,D,20090730,000000,30.015,30.015,30.015,30.015,28959785,0
2318.HK,D,20090803,000000,30.817,30.817,30.817,30.817,11376928,0
2318.HK,D,20090806,000000,29.815,29.815,29.815,29.815,25935053,0
2318.HK,D,20090810,000000,28.99,28.99,28.99,28.99,22977887,0
2318.HK,D,20090813,000000,29.147,29.147,29.147,29.147,16743670,0
2318.HK,D,20090817,000000,27.254,27.254,27.254,27.254,43568422,0
2318.HK,D,20090820,000000,27.499,27.499,27.499,27.499,15055754,0
2318.HK,D,20090824,000000,27.633,27.633,27.633,27.633,14650100,0
2318.HK,D,20090827,000000,27.211,27.211,27.211,27.211,16485034,0
2318.HK,D,20090831,000000,25.901,25.901,25.901,25.901,30167460,0
2318.HK,D,20090903,000000,26.236,26.236,26.236,26.236,34777627,0
2318.HK,D,20090907,000000,27.911,27.911,27.911,27.911,20480756,0
2318.HK,D,20090910,000000,28.492,28.492,28.492,28.492,16546715,0
2318.HK,D,20090914,000000,28.492,28.492,28.492,28.492,9259109,0
2318.HK,D,20090917,000000,29.587,29.587,29.587,29.587,28505773,0
2318.HK,D,20090921,000000,29.005,29.005,29.005,29.005,9835098,0
2318.HK,D,20090923,000000,28.737,28.737,28.737,28.737,10939549,0
2318.HK,D,20090928,000000,27.219,27.219,27.219,27.219,9536291,0
2318.HK,D,20090930,000000,27.465,27.465,27.465,27.465,7654220,0
2318.HK,D,20091006,000000,28,28,28,28,14965929,0
2318.HK,D,20091008,000000,28.582,28.582,28.582,28.582,18690183,0
2318.HK,D,20091013,000000,29.274,29.274,29.274,29.274,11909632,0
2318.HK,D,20091015,000000,29.897,29.897,29.897,29.897,13561036,0
2318.HK,D,20091020,000000,30.479,30.479,30.479,30.479,14637376,0
2318.HK,D,20091022,000000,30.524,30.524,30.524,30.524,12411196,0
2318.HK,D,20091028,000000,30.97,30.97,30.97,30.97,22591708,0
